ship_mode,segment,region,category,quantity,discount,shipping_cost,order_priority,return
Standard Class,Corporate,Central,Office Supplies,1,0.4,1.04,Medium,
Standard Class,Corporate,Central,Office Supplies,5,0.4,1.49,Medium,
Same Day,Consumer,South,Technology,3,0.0,38.7,Medium,
Same Day,Consumer,South,Technology,3,0.0,38.41,Medium,
Same Day,Consumer,South,Office Supplies,2,0.0,1.13,Medium,
Same Day,Consumer,South,Office Supplies,3,0.0,3.71,Medium,
Second Class,Consumer,Oceania,Technology,4,0.1,60.25,Critical,
Standard Class,Home Office,North Asia,Office Supplies,1,0.0,4.15,Low,
Same Day,Consumer,North,Office Supplies,2,0.0,8.66,Critical,
Second Class,Consumer,Central,Office Supplies,4,0.0,3.77,Medium,
Standard Class,Consumer,Central,Office Supplies,3,0.1,13.19,Medium,
Standard Class,Home Office,North Asia,Office Supplies,2,0.0,3.03,Low,
Second Class,Home Office,North,Furniture,3,0.3,5.93,High,
Standard Class,Consumer,North,Furniture,7,0.0,36.68,Medium,
Standard Class,Consumer,Oceania,Office Supplies,2,0.4,1.38,Medium,
First Class,Consumer,Southeast Asia,Office Supplies,3,0.0,3.45,High,
First Class,Consumer,EMEA,Office Supplies,2,0.0,7.51,Critical,
Standard Class,Consumer,Oceania,Office Supplies,5,0.1,3.42,High,
Standard Class,Home Office,West,Office Supplies,7,0.7,0.41,Medium,
Standard Class,Consumer,EMEA,Furniture,1,0.0,2.64,Medium,
First Class,Corporate,South,Office Supplies,4,0.2,2.41,High,
Standard Class,Consumer,South,Office Supplies,2,0.0,20.66,Medium,
First Class,Consumer,EMEA,Technology,6,0.0,20.52,High,
Standard Class,Consumer,West,Office Supplies,2,0.0,8.76,High,
Second Class,Consumer,Africa,Office Supplies,2,0.0,6.11,Medium,
Second Class,Consumer,North,Office Supplies,2,0.0,1.36,High,
Standard Class,Consumer,North,Office Supplies,3,0.0,4.39,Medium,
Second Class,Consumer,Oceania,Office Supplies,2,0.1,31.72,Critical,
Same Day,Consumer,North,Technology,3,0.0,88.75,Critical,
First Class,Home Office,Oceania,Office Supplies,2,0.0,78.32,High,
Standard Class,Consumer,South,Furniture,3,0.0,4.42,Medium,
Standard Class,Home Office,West,Office Supplies,2,0.7,0.77,Medium,
Second Class,Consumer,Central,Furniture,4,0.35,338.1,Medium,
Standard Class,Consumer,Central,Office Supplies,3,0.0,4.42,High,
Standard Class,Consumer,Oceania,Furniture,6,0.4,22.98,Medium,
Second Class,Consumer,Africa,Technology,2,0.0,13.74,Medium,
Standard Class,Consumer,North,Office Supplies,3,0.0,2.59,Medium,
First Class,Consumer,EMEA,Office Supplies,2,0.0,8.47,Critical,
Second Class,Home Office,North,Technology,5,0.0,95.7,High,
Standard Class,Consumer,Central,Technology,5,0.0,26.47,Medium,
Standard Class,Home Office,West,Furniture,5,0.2,6.02,Medium,
Same Day,Consumer,North,Office Supplies,3,0.0,6.5,Critical,
Standard Class,Consumer,Oceania,Technology,2,0.1,75.83,High,
Standard Class,Consumer,South,Office Supplies,2,0.0,2.23,Medium,
First Class,Corporate,South,Furniture,4,0.2,84.5,High,
Standard Class,Corporate,Southeast Asia,Office Supplies,14,0.47,15.33,Medium,
First Class,Consumer,EMEA,Furniture,2,0.0,42.51,High,
First Class,Consumer,Southeast Asia,Furniture,3,0.0,76.7,High,
Second Class,Home Office,North,Office Supplies,2,0.0,6.75,High,
Standard Class,Corporate,Southeast Asia,Technology,1,0.17,9.38,Medium,
Standard Class,Consumer,South,Technology,3,0.0,35.22,Medium,
Standard Class,Corporate,South,Office Supplies,4,0.2,1.07,High,
Standard Class,Consumer,EMEA,Office Supplies,8,0.0,12.65,Medium,
Standard Class,Consumer,Central,Technology,3,0.0,34.28,Medium,
Second Class,Consumer,Oceania,Office Supplies,2,0.1,5.39,Critical,
Standard Class,Consumer,South,Office Supplies,2,0.0,0.98,Medium,
Standard Class,Home Office,West,Office Supplies,3,0.2,0.61,Medium,
Standard Class,Consumer,Oceania,Technology,5,0.1,62.78,High,
First Class,Corporate,South,Office Supplies,3,0.7,0.94,High,
Second Class,Consumer,Oceania,Office Supplies,14,0.1,204.72,Critical,
Standard Class,Consumer,Central,Technology,2,0.0,29.35,Medium,
Second Class,Consumer,Central,Furniture,1,0.1,10.88,Medium,
Second Class,Home Office,North,Technology,3,0.0,116.76,High,
Standard Class,Corporate,EMEA,Office Supplies,1,0.0,1.98,High,
Second Class,Consumer,Africa,Office Supplies,1,0.0,4.81,Critical,
Standard Class,Corporate,Caribbean,Office Supplies,3,0.2,2.5,High,
Same Day,Consumer,Central,Technology,4,0.15,531.09,High,
First Class,Consumer,Central,Office Supplies,7,0.0,13.43,High,
Standard Class,Consumer,Central,Office Supplies,2,0.0,1.45,Medium,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,2.95,High,
Standard Class,Consumer,Central,Office Supplies,3,0.0,2.37,High,
Standard Class,Consumer,EMEA,Technology,1,0.6,2.04,Medium,
Standard Class,Consumer,Africa,Office Supplies,8,0.0,24.54,High,
Standard Class,Home Office,Southeast Asia,Technology,1,0.25,12.93,High,
Standard Class,Corporate,Central,Office Supplies,2,0.0,4.2,Medium,
Second Class,Corporate,Africa,Technology,2,0.7,21.49,High,
Same Day,Consumer,Central,Office Supplies,5,0.1,416.33,High,
Standard Class,Consumer,Africa,Office Supplies,4,0.0,11.52,High,
First Class,Consumer,South,Office Supplies,3,0.4,25.04,High,
Standard Class,Consumer,West,Office Supplies,3,0.0,5.15,Medium,
Standard Class,Consumer,West,Furniture,2,0.0,0.5,Medium,
Standard Class,Corporate,Central,Office Supplies,1,0.1,3.97,Medium,
Standard Class,Consumer,West,Office Supplies,1,0.0,0.52,Medium,
Standard Class,Corporate,EMEA,Technology,2,0.0,28.91,High,
Second Class,Consumer,Central,Office Supplies,9,0.0,18.32,Medium,
Standard Class,Consumer,EMEA,Furniture,2,0.6,2.67,Medium,
Standard Class,Corporate,Central,Office Supplies,2,0.0,0.74,Medium,
Same Day,Consumer,Central,Office Supplies,5,0.1,18.37,High,
Second Class,Consumer,Africa,Office Supplies,6,0.0,34.79,Critical,
Same Day,Consumer,Central,Office Supplies,2,0.0,4.75,High,
Standard Class,Home Office,Southeast Asia,Technology,2,0.25,22.04,High,
Standard Class,Corporate,Central,Furniture,3,0.0,12.06,Medium,
Standard Class,Home Office,North,Office Supplies,2,0.0,30.73,High,Yes
Standard Class,Home Office,Central,Office Supplies,2,0.8,0.41,Medium,
Standard Class,Home Office,Central Asia,Furniture,4,0.0,64.92,High,
Standard Class,Home Office,Central Asia,Office Supplies,1,0.5,0.89,Medium,
Standard Class,Corporate,Central,Office Supplies,5,0.1,97.46,High,
Second Class,Consumer,Central Asia,Office Supplies,2,0.0,5.32,High,
Standard Class,Home Office,North,Office Supplies,6,0.0,9.49,High,Yes
First Class,Consumer,South,Technology,5,0.4,13.22,High,
Standard Class,Corporate,EMEA,Office Supplies,14,0.0,26.35,High,
Standard Class,Consumer,Central,Furniture,4,0.6,7.33,Medium,
Standard Class,Home Office,Southeast Asia,Office Supplies,3,0.45,35.37,High,
Standard Class,Corporate,EMEA,Office Supplies,1,0.0,3.25,High,
Standard Class,Consumer,Central,Furniture,6,0.1,110.51,Medium,
Standard Class,Corporate,Central,Furniture,3,0.0,13.0,Medium,
Standard Class,Consumer,Central,Technology,3,0.0,42.94,High,
Standard Class,Home Office,Southeast Asia,Office Supplies,1,0.45,1.34,High,
Second Class,Consumer,Central Asia,Technology,2,0.0,24.19,High,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,25.05,High,
Standard Class,Corporate,Caribbean,Office Supplies,1,0.2,1.07,High,
Standard Class,Consumer,Central,Technology,2,0.0,2.25,Medium,
Standard Class,Home Office,Central Asia,Furniture,3,0.0,56.04,High,
Standard Class,Home Office,Central,Office Supplies,5,0.2,5.94,Medium,
Standard Class,Home Office,North,Technology,2,0.0,11.14,High,Yes
Standard Class,Consumer,Africa,Office Supplies,2,0.7,0.75,Medium,
Standard Class,Consumer,Africa,Office Supplies,4,0.0,4.85,High,
Standard Class,Consumer,Africa,Office Supplies,8,0.0,17.97,High,
Second Class,Consumer,Africa,Technology,2,0.0,24.77,Critical,
Same Day,Home Office,East,Office Supplies,2,0.2,0.88,High,
Standard Class,Consumer,Central Asia,Office Supplies,3,0.0,1.09,Medium,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,2.6,High,
Same Day,Consumer,Central,Office Supplies,1,0.0,1.88,High,
Standard Class,Consumer,EMEA,Office Supplies,1,0.6,1.16,Medium,
Standard Class,Consumer,North Asia,Office Supplies,3,0.5,1.32,Medium,
Standard Class,Consumer,Africa,Office Supplies,2,0.0,4.66,High,
Standard Class,Consumer,Central,Technology,2,0.65,10.76,Medium,
Second Class,Corporate,Africa,Office Supplies,2,0.7,55.27,High,
Standard Class,Corporate,Caribbean,Office Supplies,10,0.2,7.45,High,
Standard Class,Consumer,EMEA,Technology,1,0.6,5.86,Medium,
Standard Class,Consumer,Africa,Office Supplies,6,0.0,8.94,High,
Second Class,Home Office,East,Technology,2,0.2,37.01,High,
Second Class,Consumer,Africa,Office Supplies,1,0.7,0.83,Medium,
Second Class,Consumer,North Asia,Technology,2,0.0,16.01,Critical,Yes
Standard Class,Home Office,Central,Office Supplies,1,0.0,1.57,Medium,
Standard Class,Consumer,EMEA,Technology,4,0.0,44.56,Medium,
Standard Class,Corporate,Oceania,Furniture,2,0.1,28.59,High,
First Class,Consumer,North Asia,Technology,7,0.0,114.31,High,
Standard Class,Corporate,North,Furniture,2,0.2,18.2,Medium,
Second Class,Consumer,Africa,Office Supplies,1,0.7,0.48,Medium,
Standard Class,Consumer,North,Furniture,6,0.2,8.65,Medium,
First Class,Corporate,EMEA,Office Supplies,1,0.0,6.64,Medium,
Standard Class,Corporate,Central,Office Supplies,6,0.4,4.36,Medium,
Standard Class,Consumer,South,Office Supplies,6,0.0,7.76,Medium,Yes
Standard Class,Consumer,North,Furniture,1,0.4,1.24,High,
Standard Class,Home Office,Central,Furniture,4,0.0,29.61,Medium,
Second Class,Corporate,West,Furniture,6,0.0,10.82,Medium,
Standard Class,Corporate,Central,Office Supplies,2,0.5,1.01,Medium,
Standard Class,Consumer,North,Office Supplies,3,0.0,10.77,Medium,
Second Class,Corporate,West,Technology,3,0.2,18.81,Medium,
Standard Class,Corporate,Central,Office Supplies,3,0.4,0.26,Medium,
Second Class,Consumer,North Asia,Furniture,3,0.0,135.18,Critical,Yes
Standard Class,Consumer,Central,Furniture,1,0.0,5.02,Medium,
First Class,Consumer,North Asia,Technology,2,0.0,284.81,High,
Standard Class,Corporate,Oceania,Technology,3,0.1,16.32,High,
First Class,Consumer,West,Technology,7,0.2,18.02,High,
Standard Class,Home Office,Central,Furniture,1,0.0,4.01,Medium,
Standard Class,Home Office,Central,Furniture,1,0.0,8.32,Medium,
Standard Class,Home Office,Central,Office Supplies,2,0.0,1.39,Medium,
Standard Class,Consumer,South,Office Supplies,1,0.7,0.23,Medium,
Second Class,Corporate,Central,Furniture,7,0.1,197.93,Medium,
Same Day,Consumer,Oceania,Furniture,3,0.2,18.14,Medium,
Standard Class,Consumer,Central,Technology,2,0.15,168.98,High,
First Class,Home Office,Africa,Office Supplies,1,0.0,5.27,Medium,
Standard Class,Consumer,South,Office Supplies,3,0.4,7.3,Medium,
Second Class,Consumer,North Asia,Office Supplies,3,0.0,32.42,Critical,Yes
First Class,Corporate,Central,Technology,5,0.5,122.75,Medium,
Second Class,Consumer,North Asia,Technology,5,0.5,13.12,Medium,
First Class,Home Office,Africa,Office Supplies,1,0.0,2.22,Medium,
Standard Class,Consumer,South,Office Supplies,2,0.0,15.74,Medium,
Standard Class,Consumer,Central,Office Supplies,9,0.0,13.88,Medium,
Standard Class,Consumer,Central,Office Supplies,3,0.0,2.49,High,
Standard Class,Consumer,Central,Office Supplies,3,0.0,2.48,High,
Standard Class,Consumer,EMEA,Office Supplies,1,0.0,3.29,Medium,
Standard Class,Consumer,Southeast Asia,Furniture,2,0.25,3.73,Medium,
Standard Class,Consumer,North,Office Supplies,3,0.0,3.51,Medium,
Standard Class,Consumer,North,Office Supplies,3,0.0,2.84,Medium,
Second Class,Consumer,South,Furniture,2,0.0,23.27,Medium,
First Class,Home Office,Africa,Office Supplies,4,0.0,15.46,Medium,
Standard Class,Home Office,South,Furniture,4,0.0,25.67,Medium,
Standard Class,Corporate,Central,Furniture,6,0.4,15.7,Medium,
Same Day,Corporate,North Asia,Office Supplies,2,0.5,5.04,High,
Second Class,Corporate,Caribbean,Office Supplies,3,0.0,4.04,Medium,
Standard Class,Consumer,South,Office Supplies,3,0.4,9.05,Low,
Standard Class,Consumer,Southeast Asia,Office Supplies,3,0.0,87.51,Medium,
Same Day,Consumer,Central,Furniture,2,0.0,72.61,Critical,
Standard Class,Corporate,South,Office Supplies,7,0.0,3.52,Medium,Yes
Same Day,Corporate,North Asia,Office Supplies,5,0.5,5.39,High,
Second Class,Consumer,Southeast Asia,Furniture,3,0.27,40.96,Medium,
Standard Class,Corporate,North,Technology,4,0.0,137.6,High,
Standard Class,Corporate,South,Office Supplies,3,0.0,2.81,Medium,Yes
Standard Class,Corporate,Central,Office Supplies,2,0.0,9.18,Medium,
Standard Class,Corporate,Africa,Office Supplies,1,0.0,3.68,Medium,
Standard Class,Corporate,South,Furniture,4,0.2,18.24,Medium,Yes
Standard Class,Corporate,North,Technology,4,0.0,264.89,High,
First Class,Consumer,Central Asia,Office Supplies,7,0.0,5.34,High,
Standard Class,Consumer,North,Office Supplies,2,0.0,3.22,Medium,Yes
Standard Class,Consumer,North,Furniture,5,0.0,16.99,Medium,
Standard Class,Consumer,South,Office Supplies,3,0.4,3.24,Low,
Second Class,Corporate,Central,Office Supplies,1,0.4,1.5,Medium,
Standard Class,Home Office,South,Office Supplies,6,0.0,18.38,Medium,
Standard Class,Corporate,North,Furniture,5,0.2,65.31,High,
Standard Class,Consumer,South,Technology,3,0.2,14.87,Low,
Standard Class,Corporate,North,Office Supplies,14,0.0,80.55,High,
Standard Class,Corporate,Central,Office Supplies,5,0.0,7.41,Medium,
Standard Class,Corporate,Central,Office Supplies,2,0.0,8.6,Medium,
Standard Class,Consumer,Southeast Asia,Office Supplies,1,0.0,3.36,High,
Second Class,Corporate,Central,Furniture,2,0.7,38.76,Medium,
Standard Class,Consumer,North,Technology,1,0.0,5.87,Medium,
Standard Class,Consumer,EMEA,Office Supplies,1,0.6,9.25,High,
Standard Class,Consumer,South,Office Supplies,5,0.4,12.78,Low,
Standard Class,Consumer,Central,Office Supplies,1,0.1,2.52,Medium,
First Class,Home Office,North,Office Supplies,5,0.0,3.06,Medium,
Standard Class,Consumer,Central,Office Supplies,2,0.0,1.07,Medium,
Standard Class,Consumer,North,Technology,3,0.0,19.93,Medium,Yes
Standard Class,Consumer,Southeast Asia,Furniture,4,0.0,40.13,Medium,
Standard Class,Consumer,EMEA,Furniture,2,0.0,4.61,Medium,
Standard Class,Home Office,Central,Furniture,3,0.1,44.67,Medium,
Standard Class,Consumer,North,Furniture,6,0.2,148.21,High,
Standard Class,Corporate,Southeast Asia,Furniture,4,0.0,17.49,Medium,
Standard Class,Consumer,South,Furniture,2,0.2,33.99,Medium,
Standard Class,Home Office,Africa,Office Supplies,1,0.0,1.01,Medium,
Second Class,Corporate,Central Asia,Furniture,3,0.0,53.01,Medium,
Standard Class,Consumer,EMEA,Office Supplies,1,0.0,2.35,Medium,
Standard Class,Consumer,North Asia,Technology,2,0.0,19.16,Medium,
Standard Class,Consumer,North Asia,Office Supplies,3,0.0,7.32,Medium,
Standard Class,Corporate,Southeast Asia,Technology,3,0.0,37.98,Medium,
Standard Class,Consumer,North Asia,Office Supplies,3,0.0,3.58,Medium,
Standard Class,Corporate,South,Office Supplies,1,0.0,1.44,High,
Standard Class,Corporate,EMEA,Office Supplies,1,0.0,0.44,Low,
Second Class,Consumer,Central,Office Supplies,3,0.1,21.38,High,
Second Class,Corporate,Central Asia,Office Supplies,3,0.0,1.5,Medium,
Standard Class,Consumer,North Asia,Technology,2,0.0,14.96,Medium,
Standard Class,Consumer,Central,Office Supplies,5,0.0,18.13,Low,
Standard Class,Consumer,South,Office Supplies,2,0.0,3.13,Medium,
Standard Class,Consumer,North Asia,Technology,1,0.0,5.97,Medium,
Standard Class,Home Office,Central,Technology,3,0.15,39.52,Medium,
Standard Class,Consumer,South,Office Supplies,2,0.0,0.63,Medium,
Second Class,Corporate,Central Asia,Office Supplies,7,0.0,3.98,Medium,
Standard Class,Consumer,East,Office Supplies,2,0.2,66.84,Medium,
Standard Class,Home Office,Central,Technology,4,0.15,25.05,Medium,
First Class,Home Office,Central,Furniture,7,0.5,110.67,Medium,
Standard Class,Corporate,South,Office Supplies,1,0.0,1.06,High,
Second Class,Corporate,Central Asia,Technology,4,0.0,62.11,Medium,
Same Day,Consumer,Central,Technology,2,0.002,20.63,High,
Standard Class,Consumer,North,Office Supplies,2,0.0,1.87,High,
Standard Class,Consumer,Southeast Asia,Office Supplies,2,0.47,0.67,Medium,
Second Class,Consumer,West,Office Supplies,4,0.0,0.3,High,
Standard Class,Consumer,Central,Office Supplies,2,0.0,0.32,Medium,
Same Day,Consumer,North Asia,Office Supplies,2,0.0,71.75,Medium,
Second Class,Consumer,Central,Office Supplies,1,0.0,7.75,High,
Second Class,Corporate,Oceania,Furniture,2,0.1,11.16,Medium,
Standard Class,Corporate,Southeast Asia,Technology,3,0.0,13.92,Medium,
Second Class,Corporate,Oceania,Office Supplies,2,0.1,4.97,Medium,
Standard Class,Corporate,South,Technology,9,0.0,78.76,High,
Standard Class,Corporate,Southeast Asia,Technology,5,0.0,120.33,Medium,
Standard Class,Consumer,West,Office Supplies,3,0.0,0.34,Medium,
First Class,Home Office,Central,Office Supplies,3,0.4,4.71,Critical,
Standard Class,Corporate,EMEA,Technology,2,0.6,3.34,Medium,
Standard Class,Corporate,EMEA,Office Supplies,1,0.6,0.64,Medium,
Standard Class,Corporate,Africa,Office Supplies,1,0.0,57.72,Medium,
Second Class,Consumer,Central,Furniture,5,0.1,284.19,High,
Standard Class,Consumer,Africa,Technology,4,0.0,81.83,Medium,
Standard Class,Consumer,Caribbean,Office Supplies,1,0.0,3.56,Medium,
Standard Class,Consumer,North,Office Supplies,3,0.0,6.74,Medium,
Standard Class,Corporate,EMEA,Office Supplies,2,0.6,2.45,Medium,
Second Class,Corporate,EMEA,Office Supplies,1,0.6,2.73,High,
Standard Class,Consumer,West,Technology,2,0.2,13.75,Medium,
Standard Class,Consumer,Africa,Technology,1,0.0,14.14,Medium,
Same Day,Consumer,Central,Office Supplies,3,0.0,16.99,High,
Standard Class,Corporate,South,Office Supplies,1,0.0,8.22,Medium,
Same Day,Corporate,Africa,Office Supplies,4,0.0,23.09,High,
Standard Class,Consumer,West,Technology,3,0.2,9.59,Medium,
Standard Class,Consumer,Central,Furniture,2,0.4,11.82,Low,
First Class,Home Office,Central,Office Supplies,1,0.4,7.29,Critical,
Second Class,Consumer,Central,Office Supplies,3,0.1,18.42,High,
Standard Class,Home Office,Central Asia,Office Supplies,2,0.0,5.18,Medium,
Second Class,Consumer,West,Technology,4,0.2,32.8,High,
Standard Class,Consumer,South,Office Supplies,6,0.4,2.03,Low,
Standard Class,Corporate,EMEA,Office Supplies,1,0.6,1.52,Medium,
Standard Class,Corporate,South,Technology,3,0.0,4.41,Medium,
Standard Class,Corporate,South,Furniture,3,0.0,1.89,Medium,
Same Day,Corporate,Africa,Office Supplies,2,0.0,8.41,High,
Standard Class,Consumer,Caribbean,Office Supplies,4,0.0,2.07,Medium,
Same Day,Consumer,Central,Office Supplies,3,0.1,9.27,High,
Standard Class,Consumer,Africa,Office Supplies,1,0.0,2.18,Medium,
Standard Class,Consumer,Central Asia,Office Supplies,3,0.0,1.44,High,
Standard Class,Home Office,Caribbean,Furniture,2,0.2,18.95,Low,
Standard Class,Consumer,Central Asia,Office Supplies,5,0.0,10.59,High,
Standard Class,Home Office,Caribbean,Office Supplies,1,0.2,1.97,Low,
Standard Class,Corporate,South,Office Supplies,3,0.0,5.74,Medium,
Standard Class,Home Office,Central,Office Supplies,3,0.0,8.0,High,
Standard Class,Consumer,West,Office Supplies,3,0.2,4.77,Medium,
Standard Class,Home Office,South,Office Supplies,4,0.0,3.58,Medium,
Standard Class,Consumer,EMEA,Office Supplies,1,0.6,0.43,Medium,
Standard Class,Consumer,North,Furniture,7,0.0,17.87,Medium,
Standard Class,Home Office,East,Office Supplies,2,0.2,8.2,Medium,
First Class,Consumer,Central,Furniture,9,0.6,22.0,High,
Standard Class,Consumer,Canada,Office Supplies,2,0.0,9.13,Medium,
Standard Class,Consumer,North,Technology,3,0.5,17.48,Medium,
